"","id","female","city","age","logins","succession","unsubscribe"
"821",821,0,0,38,0,1,1
"822",822,1,1,46,2,1,1
"823",823,0,1,35,0,1,1
"824",824,0,1,41,0,1,0
"825",825,0,0,41,8,0,0
"826",826,0,1,51,0,1,1
"827",827,1,1,58,0,1,1
"828",828,1,1,45,3,1,0
"829",829,1,1,63,10,0,0
"830",830,0,1,44,3,1,1
"831",831,1,1,36,0,1,0
"832",832,0,0,43,0,1,0
"833",833,0,1,50,3,1,1
"834",834,0,1,44,0,1,1
"835",835,1,1,46,2,1,0
"836",836,1,1,44,7,1,0
"837",837,1,1,48,10,0,0
"838",838,0,1,52,7,1,1
"839",839,1,1,40,7,1,0
"840",840,0,0,51,0,1,0
"841",841,0,1,47,10,0,0
"842",842,0,1,47,5,1,0
"843",843,0,1,34,4,1,0
"844",844,1,1,40,9,0,0
"845",845,1,1,51,7,1,0
"846",846,0,1,33,2,1,1
"847",847,0,1,55,10,0,0
"848",848,1,1,57,2,1,0
"849",849,0,1,49,0,1,1
"850",850,1,1,54,7,1,0
"851",851,0,1,50,3,1,0
"852",852,1,1,37,10,0,0
"853",853,1,1,45,0,1,0
"854",854,1,1,42,7,1,0
"855",855,1,1,34,0,1,0
"856",856,0,1,39,0,1,0
"857",857,0,1,42,9,0,1
"858",858,1,1,37,10,0,0
"859",859,1,1,49,2,1,0
"860",860,0,1,45,5,1,1
"861",861,0,1,47,10,0,0
"862",862,1,1,63,4,1,0
"863",863,1,1,45,0,1,1
"864",864,0,1,42,10,0,0
"865",865,0,1,42,8,0,0
"866",866,1,1,37,0,1,0
"867",867,1,1,42,7,1,0
"868",868,0,1,51,9,0,0
"869",869,0,1,43,5,1,0
"870",870,1,1,39,10,0,1
"871",871,0,1,53,10,0,0
"872",872,0,1,38,0,1,0
"873",873,1,1,51,8,0,0
"874",874,0,1,42,2,1,0
"875",875,0,1,53,7,1,1
"876",876,0,1,36,0,1,1
"877",877,0,0,40,8,0,0
"878",878,1,1,58,0,1,0
"879",879,1,1,44,10,0,0
"880",880,0,1,49,7,1,0
"881",881,1,1,38,5,1,0
"882",882,0,1,37,10,0,0
"883",883,0,1,45,3,1,0
"884",884,0,1,40,4,1,0
"885",885,0,0,47,0,1,1
"886",886,1,1,43,0,1,0
"887",887,1,1,55,5,1,0
"888",888,0,1,44,9,0,1
"889",889,0,1,51,5,1,1
"890",890,0,1,54,10,0,0
"891",891,0,1,52,7,1,0
"892",892,0,1,46,0,1,0
"893",893,1,1,37,7,1,0
"894",894,1,1,49,9,0,0
"895",895,1,1,47,5,1,0
"896",896,1,1,50,0,1,0
"897",897,1,0,40,0,1,0
"898",898,1,1,52,8,0,0
"899",899,0,0,45,8,0,0
"900",900,1,1,48,9,0,0
"901",901,1,1,37,0,1,0
"902",902,1,1,47,10,0,0
"903",903,1,1,54,10,0,0
"904",904,0,1,47,3,1,0
"905",905,0,1,45,0,1,1
"906",906,0,1,59,5,1,0
"907",907,0,1,50,0,1,0
"908",908,0,1,51,10,0,0
"909",909,1,0,36,0,1,0
"910",910,1,1,59,5,1,0
"911",911,0,1,43,9,0,0
"912",912,1,1,40,2,1,0
"913",913,0,1,43,10,0,1
"914",914,0,0,35,0,1,0
"915",915,0,1,45,9,0,0
"916",916,0,1,42,0,1,0
"917",917,1,1,49,5,1,0
"918",918,1,1,49,3,1,1
"919",919,1,1,44,5,1,1
"920",920,1,1,48,7,1,0
"921",921,0,1,42,4,1,0
"922",922,1,1,44,8,1,0
"923",923,1,1,47,5,1,1
"924",924,0,1,58,5,1,0
"925",925,1,1,41,0,1,0
"926",926,0,1,55,9,0,0
"927",927,1,0,34,8,0,0
"928",928,0,1,56,10,0,0
"929",929,0,1,50,0,1,0
"930",930,0,1,42,10,0,0
"931",931,1,1,42,7,1,0
"932",932,0,0,37,8,0,0
"933",933,1,1,28,5,1,0
"934",934,0,1,45,3,1,0
"935",935,0,1,43,8,1,0
"936",936,0,1,50,4,1,1
"937",937,1,1,40,0,1,0
"938",938,0,1,58,4,1,0
"939",939,1,0,54,0,1,0
"940",940,0,1,52,4,1,0
"941",941,0,1,52,10,0,0
"942",942,0,1,53,0,1,0
"943",943,1,1,57,9,0,0
"944",944,1,1,49,10,0,0
"945",945,0,1,48,10,0,0
"946",946,0,1,48,7,1,0
"947",947,1,1,30,9,0,0
"948",948,0,1,47,7,1,1
"949",949,1,1,46,9,0,0
"950",950,1,0,41,0,1,1
"951",951,0,1,40,4,1,0
"952",952,0,1,53,5,1,1
"953",953,0,1,54,5,1,0
"954",954,0,1,37,5,1,1
"955",955,0,1,50,7,1,1
"956",956,0,1,39,10,0,0
"957",957,0,1,51,9,0,0
"958",958,1,1,50,7,1,0
"959",959,1,1,39,9,0,0
"960",960,0,1,43,7,1,0
"961",961,0,1,50,5,1,1
"962",962,1,1,44,5,1,0
"963",963,0,1,66,7,1,0
"964",964,0,1,46,5,1,0
"965",965,0,1,53,10,0,0
"966",966,0,1,42,9,0,0
"967",967,1,0,38,0,1,0
"968",968,0,1,42,3,1,0
"969",969,1,1,56,0,1,0
"970",970,0,1,41,4,1,1
"971",971,0,1,45,2,1,1
"972",972,1,0,46,8,0,0
"973",973,1,1,48,3,1,1
"974",974,0,1,41,3,1,0
"975",975,1,1,57,10,0,0
"976",976,0,1,36,9,0,0
"977",977,0,1,38,5,1,0
"978",978,0,0,54,0,1,1
"979",979,1,1,41,0,1,1
"980",980,0,1,50,0,1,1
"981",981,0,1,47,0,1,0
"982",982,0,1,37,0,1,0
"983",983,1,1,52,10,0,1
"984",984,1,1,47,0,1,0
"985",985,0,1,47,0,1,0
"986",986,0,1,51,10,0,0
"987",987,1,1,44,3,1,1
"988",988,0,1,42,10,0,0
"989",989,1,1,46,5,1,0
"990",990,0,0,52,0,1,1
"991",991,1,1,51,7,1,0
"992",992,1,1,40,2,1,0
"993",993,0,1,49,3,1,0
"994",994,0,1,53,0,1,1
"995",995,1,0,47,0,1,0
"996",996,0,0,43,8,0,0
"997",997,1,1,36,0,1,1
"998",998,1,1,47,3,1,1
"999",999,1,1,43,3,1,0
"1000",1000,0,1,30,8,0,0
"1001",1001,1,1,57,2,1,0
"1002",1002,1,1,53,5,1,0
"1003",1003,0,0,45,0,1,0
"1004",1004,0,1,45,9,0,0
"1005",1005,1,1,48,5,1,0
"1006",1006,1,0,49,8,0,0
"1007",1007,1,1,46,7,1,1
"1008",1008,1,1,62,5,1,0
"1009",1009,0,1,51,5,1,1
"1010",1010,0,0,35,0,1,0
"1011",1011,1,1,43,7,1,0
"1012",1012,1,1,41,10,0,0
"1013",1013,0,1,47,0,1,0
"1014",1014,1,0,36,0,1,0
"1015",1015,0,0,46,8,0,0
"1016",1016,1,1,46,0,1,1
"1017",1017,1,1,43,5,1,1
"1018",1018,1,1,41,3,1,1
"1019",1019,0,1,45,3,1,0
"1020",1020,0,0,38,7,0,1
"1021",1021,1,1,58,10,0,0
"1022",1022,0,0,45,2,1,0
"1023",1023,0,1,34,0,1,0
"1024",1024,1,1,60,5,1,1
"1025",1025,0,1,42,7,1,1
"1026",1026,1,1,54,10,0,1
"1027",1027,1,1,34,7,1,0
"1028",1028,1,1,51,0,1,0
"1029",1029,0,1,43,5,1,1
"1030",1030,0,1,45,4,1,0
"1031",1031,0,1,46,5,1,0
"1032",1032,0,1,52,2,1,0
"1033",1033,1,1,42,10,0,0
"1034",1034,0,1,42,3,1,1
"1035",1035,1,0,44,0,1,0
"1036",1036,1,1,38,10,0,0
"1037",1037,1,1,43,9,0,1
"1038",1038,0,1,45,10,0,0
"1039",1039,0,1,44,5,1,0
"1040",1040,1,1,50,4,1,0
"1041",1041,0,1,48,7,1,0
"1042",1042,0,1,52,5,1,1
"1043",1043,0,1,55,3,1,1
"1044",1044,0,1,49,10,0,1
"1045",1045,1,1,28,10,0,0
"1046",1046,0,1,51,10,0,1
"1047",1047,0,1,42,0,1,0
"1048",1048,0,1,43,9,0,0
"1049",1049,0,1,48,8,1,0
"1050",1050,1,1,48,2,1,0
"1051",1051,1,0,52,8,0,0
"1052",1052,1,1,47,8,0,0
"1053",1053,0,1,40,4,1,1
"1054",1054,0,0,58,0,1,0
"1055",1055,0,1,46,10,0,0
"1056",1056,1,1,47,4,1,0
"1057",1057,1,1,43,5,1,1
"1058",1058,1,1,42,10,0,0
"1059",1059,0,1,47,3,1,1
"1060",1060,0,1,39,0,1,1
"1061",1061,0,1,52,5,1,0
"1062",1062,0,1,50,7,1,0
"1063",1063,0,0,36,8,0,0
"1064",1064,0,1,48,4,1,0
"1065",1065,1,1,61,8,0,0
"1066",1066,0,1,45,10,0,0
"1067",1067,1,0,59,0,1,1
"1068",1068,0,1,47,9,0,0
"1069",1069,0,1,54,2,1,0
"1070",1070,1,1,48,5,1,0
"1071",1071,1,1,52,0,1,0
"1072",1072,1,0,40,3,1,0
"1073",1073,0,1,40,0,1,1
"1074",1074,1,1,61,0,1,1
"1075",1075,1,1,48,10,0,1
"1076",1076,0,1,39,4,1,0
"1077",1077,0,1,36,8,0,0
"1078",1078,1,0,53,0,1,0
"1079",1079,0,1,45,0,1,0
"1080",1080,1,0,43,3,1,1
"1081",1081,0,1,55,0,1,0
"1082",1082,0,1,41,0,1,0
"1083",1083,1,0,45,0,1,1
"1084",1084,1,1,52,4,1,0
"1085",1085,0,1,47,0,1,0
"1086",1086,1,0,45,8,0,0
"1087",1087,0,1,45,0,1,1
"1088",1088,0,1,53,2,1,0
"1089",1089,0,1,43,8,1,0
"1090",1090,1,1,47,10,0,1
"1091",1091,0,1,44,7,1,0
"1092",1092,0,1,49,8,1,1
"1093",1093,0,1,40,0,1,1
"1094",1094,1,1,31,9,0,1
"1095",1095,1,1,45,10,0,0
"1096",1096,0,1,58,0,1,0
"1097",1097,0,1,42,7,1,0
"1098",1098,1,1,40,10,0,0
"1099",1099,1,1,54,0,1,1
"1100",1100,0,1,45,10,0,0
"1101",1101,1,1,46,10,0,0
"1102",1102,0,1,34,8,0,0
"1103",1103,0,1,35,7,1,1
"1104",1104,0,1,36,3,1,1
"1105",1105,0,1,34,9,0,0
"1106",1106,1,1,45,0,1,0
"1107",1107,1,0,32,0,1,1
"1108",1108,0,1,41,0,1,0
"1109",1109,0,1,48,0,1,0
"1110",1110,1,1,66,0,1,0
"1111",1111,1,0,24,8,0,0
"1112",1112,1,1,47,4,1,1
"1113",1113,1,1,43,0,1,1
"1114",1114,0,1,43,10,0,0
"1115",1115,0,0,47,0,1,1
"1116",1116,0,1,50,10,0,0
"1117",1117,0,1,55,9,0,0
"1118",1118,0,1,48,0,1,0
"1119",1119,0,1,51,4,1,1
"1120",1120,1,1,44,4,1,0
"1121",1121,0,1,30,10,0,0
"1122",1122,0,1,37,8,0,0
"1123",1123,0,1,49,3,1,1
"1124",1124,1,1,27,3,1,0
"1125",1125,1,1,51,2,1,0
"1126",1126,0,1,51,0,1,0
"1127",1127,1,1,42,2,1,1
"1128",1128,1,1,30,4,1,0
"1129",1129,0,1,43,7,1,0
"1130",1130,0,1,51,2,1,0
"1131",1131,1,1,53,0,1,0
"1132",1132,1,1,48,3,1,1
"1133",1133,1,1,43,0,1,0
"1134",1134,0,1,59,10,0,0
"1135",1135,1,1,34,5,1,1
"1136",1136,0,1,60,3,1,0
"1137",1137,0,1,36,0,1,0
"1138",1138,0,1,38,7,1,1
"1139",1139,0,1,43,0,1,1
"1140",1140,1,1,41,10,0,0
"1141",1141,1,1,38,0,1,0
"1142",1142,1,1,59,5,1,0
"1143",1143,1,1,50,5,1,0
"1144",1144,0,0,36,0,1,0
"1145",1145,0,1,54,10,0,0
"1146",1146,1,1,44,0,1,0
"1147",1147,1,1,49,7,1,0
"1148",1148,1,0,45,9,0,0
"1149",1149,1,1,39,9,0,0
"1150",1150,1,1,39,5,1,1
"1151",1151,0,1,47,7,1,1
"1152",1152,1,1,40,5,1,0
"1153",1153,0,1,32,8,0,0
"1154",1154,1,1,47,0,1,0
"1155",1155,0,0,38,7,0,0
"1156",1156,0,0,45,0,1,1
"1157",1157,0,1,38,4,1,0
"1158",1158,0,0,51,0,1,0
"1159",1159,0,1,47,7,1,0
"1160",1160,0,1,53,0,1,1
"1161",1161,0,1,38,9,0,0
"1162",1162,1,1,47,2,1,0
"1163",1163,1,1,45,8,0,0
"1164",1164,1,1,49,10,0,0
"1165",1165,1,0,46,0,1,1
"1166",1166,1,1,42,5,1,0
"1167",1167,0,1,42,0,1,1
"1168",1168,0,1,54,5,1,0
"1169",1169,1,0,47,3,1,0
"1170",1170,1,1,47,0,1,0
"1171",1171,0,1,32,0,1,1
"1172",1172,0,1,32,2,1,0
"1173",1173,1,1,53,0,1,0
"1174",1174,1,1,49,10,0,0
"1175",1175,0,1,45,5,1,1
"1176",1176,0,1,37,7,1,1
"1177",1177,0,1,55,7,1,0
"1178",1178,0,1,40,10,0,0
"1179",1179,0,1,45,10,0,0
"1180",1180,1,0,39,0,1,1
"1181",1181,1,1,47,0,1,0
"1182",1182,1,0,48,8,0,0
"1183",1183,1,1,43,2,1,0
"1184",1184,1,1,42,5,1,0
"1185",1185,0,1,47,0,1,0
"1186",1186,1,1,52,10,0,0
"1187",1187,1,1,51,4,1,0
"1188",1188,1,0,39,0,1,0
"1189",1189,0,1,47,0,1,0
"1190",1190,1,1,46,0,1,1
"1191",1191,1,1,45,0,1,1
"1192",1192,1,1,53,5,1,0
"1193",1193,1,1,37,9,0,0
"1194",1194,0,1,51,7,1,1
"1195",1195,1,1,55,5,1,0
"1196",1196,1,1,49,5,1,0
"1197",1197,1,1,48,3,1,0
"1198",1198,1,0,40,9,0,0
"1199",1199,0,1,51,8,0,0
"1200",1200,1,1,56,2,1,0
"1201",1201,0,1,42,3,1,1
"1202",1202,0,1,52,10,0,0
"1203",1203,1,1,51,3,1,0
"1204",1204,1,1,45,4,1,0
"1205",1205,1,0,46,0,1,1
"1206",1206,1,1,36,2,1,0
"1207",1207,0,1,46,10,0,0
"1208",1208,0,1,39,0,1,0
"1209",1209,0,1,39,0,1,1
"1210",1210,0,1,45,5,1,0
"1211",1211,1,1,42,10,0,0
"1212",1212,1,1,44,8,1,0
"1213",1213,0,0,30,0,1,1
"1214",1214,0,1,44,2,1,1
"1215",1215,1,1,40,4,1,0
"1216",1216,1,0,48,8,0,0
"1217",1217,1,1,52,0,1,0
"1218",1218,1,1,51,7,1,0
"1219",1219,1,1,47,0,1,1
"1220",1220,1,1,38,0,1,1
"1221",1221,0,1,40,0,1,0
"1222",1222,1,1,43,3,1,0
"1223",1223,1,1,35,10,0,1
"1224",1224,0,0,40,0,1,0
"1225",1225,1,0,53,0,1,1
"1226",1226,0,1,49,0,1,0
"1227",1227,1,1,41,10,0,0
"1228",1228,1,1,46,8,0,0
"1229",1229,0,1,40,9,0,0
"1230",1230,0,0,53,7,0,0
"1231",1231,0,0,53,0,1,1
"1232",1232,0,1,37,3,1,0
"1233",1233,1,1,39,10,0,0
"1234",1234,0,1,56,7,1,0
"1235",1235,1,1,43,3,1,0
"1236",1236,0,1,39,2,1,0
"1237",1237,0,1,41,5,1,0
"1238",1238,1,1,45,4,1,0
"1239",1239,0,1,51,0,1,1
"1240",1240,1,0,43,3,1,0
"1241",1241,0,1,41,4,1,0
"1242",1242,0,1,42,9,0,0
"1243",1243,1,1,38,8,0,0
"1244",1244,0,1,52,7,1,1
"1245",1245,1,1,50,9,0,0
"1246",1246,1,0,52,0,1,0
"1247",1247,0,1,41,10,0,0
"1248",1248,1,1,51,0,1,0
"1249",1249,1,0,38,0,1,1
"1250",1250,1,1,54,5,1,0
"1251",1251,1,1,27,0,1,1
"1252",1252,1,1,48,10,0,0
"1253",1253,0,1,48,3,1,0
"1254",1254,1,1,46,0,1,1
"1255",1255,0,1,36,7,1,0
"1256",1256,0,1,46,3,1,0
"1257",1257,0,1,45,4,1,0
"1258",1258,0,1,44,0,1,0
"1259",1259,0,1,38,8,0,0
"1260",1260,1,0,65,0,1,0
"1261",1261,0,1,32,0,1,1
"1262",1262,1,1,44,8,1,0
"1263",1263,0,1,57,10,0,0
"1264",1264,1,1,51,9,0,0
"1265",1265,1,1,61,0,1,0
"1266",1266,1,1,45,3,1,0
"1267",1267,0,1,48,7,1,1
"1268",1268,1,1,51,5,1,1
"1269",1269,0,1,43,5,1,1
"1270",1270,0,1,46,5,1,1
"1271",1271,0,1,41,10,0,0
"1272",1272,0,1,38,0,1,0
"1273",1273,1,1,51,7,1,0
"1274",1274,1,1,43,4,1,0
"1275",1275,0,1,42,0,1,1
"1276",1276,0,1,45,2,1,0
"1277",1277,0,1,54,7,1,0
"1278",1278,1,1,53,5,1,0
"1279",1279,1,1,51,0,1,0
"1280",1280,1,1,50,9,0,0
"1281",1281,1,1,47,5,1,0
"1282",1282,1,1,38,7,1,0
"1283",1283,1,1,52,9,0,0
"1284",1284,1,1,36,4,1,1
"1285",1285,1,1,46,2,1,1
"1286",1286,0,1,48,10,0,0
"1287",1287,0,1,32,9,0,0
"1288",1288,0,0,50,3,1,1
"1289",1289,1,1,52,10,0,0
"1290",1290,1,1,46,0,1,1
"1291",1291,0,1,38,5,1,0
"1292",1292,0,1,42,10,0,0
"1293",1293,1,1,51,7,1,1
"1294",1294,0,1,43,0,1,1
"1295",1295,0,1,37,8,1,0
"1296",1296,1,1,57,5,1,0
"1297",1297,1,1,45,10,0,1
"1298",1298,1,1,52,3,1,1
"1299",1299,1,1,39,7,1,0
"1300",1300,1,0,47,0,1,0
"1301",1301,0,1,36,10,0,0
"1302",1302,0,1,52,10,0,0
"1303",1303,1,1,53,5,1,0
"1304",1304,0,1,54,0,1,1
"1305",1305,1,1,45,5,1,0
"1306",1306,0,1,36,10,0,0
"1307",1307,1,1,42,10,0,1
"1308",1308,0,1,48,0,1,0
"1309",1309,1,1,47,10,0,0
"1310",1310,1,1,51,0,1,0
"1311",1311,0,1,64,0,1,0
"1312",1312,0,0,39,0,1,0
"1313",1313,0,1,59,5,1,0
"1314",1314,1,0,36,7,1,1
"1315",1315,0,0,41,8,0,0
"1316",1316,1,1,38,0,1,1
"1317",1317,0,1,48,0,1,0
"1318",1318,0,1,43,5,1,0
"1319",1319,1,1,44,3,1,1
"1320",1320,0,0,29,0,1,1
"1321",1321,0,1,42,4,1,1
"1322",1322,0,1,54,9,0,0
"1323",1323,1,0,44,3,1,0
"1324",1324,1,1,42,4,1,0
"1325",1325,0,0,36,0,1,0
"1326",1326,0,1,61,0,1,0
"1327",1327,0,1,39,5,1,0
"1328",1328,1,0,54,7,0,0
"1329",1329,1,1,46,3,1,0
"1330",1330,1,0,48,0,1,0
"1331",1331,1,1,51,5,1,0
"1332",1332,0,1,46,5,1,0
"1333",1333,0,1,58,0,1,1
"1334",1334,0,1,41,0,1,0
"1335",1335,0,1,45,10,0,0
"1336",1336,0,1,32,4,1,1
"1337",1337,0,1,41,0,1,0
"1338",1338,1,1,48,3,1,0
"1339",1339,0,1,48,8,1,0
"1340",1340,1,1,48,0,1,0
"1341",1341,1,1,48,8,1,1
"1342",1342,1,0,45,0,1,0
"1343",1343,1,1,49,0,1,0
"1344",1344,0,1,37,5,1,0
"1345",1345,0,1,38,2,1,0
"1346",1346,1,1,55,10,0,1
"1347",1347,1,1,44,10,0,1
"1348",1348,0,1,46,10,0,0
"1349",1349,0,1,39,3,1,0
"1350",1350,1,1,44,10,0,1
"1351",1351,0,1,47,8,1,0
"1352",1352,1,1,40,10,0,0
"1353",1353,1,1,33,10,0,1
"1354",1354,0,1,47,8,0,0
"1355",1355,0,1,48,8,1,1
"1356",1356,0,1,35,2,1,0
"1357",1357,0,1,44,5,1,0
"1358",1358,1,1,45,5,1,0
"1359",1359,0,1,40,5,1,0
"1360",1360,0,0,54,0,1,0
"1361",1361,0,1,47,3,1,1
"1362",1362,0,1,40,8,0,0
"1363",1363,1,0,44,0,1,1
"1364",1364,0,1,54,0,1,1
"1365",1365,1,1,48,5,1,1
"1366",1366,0,1,40,5,1,0
"1367",1367,0,1,48,9,0,0
"1368",1368,1,1,33,4,1,1
"1369",1369,1,1,45,7,1,0
"1370",1370,1,1,35,3,1,0
"1371",1371,1,1,56,7,1,0
"1372",1372,1,1,58,9,0,0
"1373",1373,0,1,40,0,1,0
"1374",1374,1,1,42,0,1,1
"1375",1375,1,1,56,10,0,0
"1376",1376,0,1,29,2,1,0
"1377",1377,0,1,59,0,1,0
"1378",1378,0,1,50,5,1,1
"1379",1379,1,1,29,8,1,0
"1380",1380,1,1,43,0,1,0
"1381",1381,0,1,50,8,0,1
"1382",1382,1,0,44,0,1,0
"1383",1383,1,1,40,5,1,0
"1384",1384,1,1,34,10,0,0
"1385",1385,1,1,46,5,1,1
"1386",1386,0,1,58,0,1,1
"1387",1387,0,0,35,8,0,0
"1388",1388,1,0,57,2,1,0
"1389",1389,0,1,44,7,1,0
"1390",1390,0,1,42,0,1,1
"1391",1391,1,1,44,5,1,1
"1392",1392,0,1,48,3,1,0
"1393",1393,0,1,41,10,0,0
"1394",1394,0,1,59,7,1,0
"1395",1395,1,1,36,10,0,0
"1396",1396,0,1,54,0,1,1
"1397",1397,1,1,47,3,1,0
"1398",1398,1,1,38,10,0,0
"1399",1399,0,1,46,10,0,1
"1400",1400,0,1,46,7,1,1
"1401",1401,0,0,49,0,1,1
"1402",1402,1,1,53,10,0,0
"1403",1403,0,1,46,8,1,0
"1404",1404,0,1,41,5,1,0
"1405",1405,0,1,26,3,1,1
"1406",1406,0,1,54,9,0,0
"1407",1407,0,1,52,8,1,1
"1408",1408,0,1,60,0,1,0
"1409",1409,1,1,43,9,0,0
"1410",1410,1,1,53,2,1,0
"1411",1411,0,1,45,0,1,0
"1412",1412,0,1,54,10,0,0
"1413",1413,0,1,47,5,1,0
"1414",1414,0,1,50,3,1,1
"1415",1415,0,1,53,7,1,0
"1416",1416,0,1,47,7,1,0
"1417",1417,0,1,50,3,1,0
"1418",1418,1,1,47,7,1,0
"1419",1419,1,1,51,5,1,1
"1420",1420,1,1,43,7,1,0
"1421",1421,0,1,43,5,1,0
"1422",1422,0,1,37,0,1,0
"1423",1423,1,1,40,8,1,1
"1424",1424,1,1,51,0,1,1
"1425",1425,0,1,44,8,0,0
"1426",1426,1,1,56,9,0,0
"1427",1427,0,1,50,3,1,1
"1428",1428,0,1,44,0,1,0
"1429",1429,1,1,55,9,0,0
"1430",1430,1,1,58,7,1,1
"1431",1431,0,1,39,3,1,0
"1432",1432,0,1,41,0,1,1
"1433",1433,0,1,48,5,1,1
"1434",1434,1,1,50,10,0,1
"1435",1435,0,0,44,0,1,1
"1436",1436,0,1,50,5,1,0
"1437",1437,0,1,39,5,1,0
"1438",1438,0,1,38,5,1,1
"1439",1439,0,1,38,8,0,0
"1440",1440,0,1,49,10,0,1
"1441",1441,0,0,37,8,0,0
"1442",1442,0,1,49,3,1,0
"1443",1443,0,1,49,5,1,0
"1444",1444,0,1,51,10,0,0
"1445",1445,1,1,40,0,1,0
"1446",1446,0,0,44,0,1,0
"1447",1447,0,1,43,9,0,0
"1448",1448,1,1,43,7,1,1
"1449",1449,0,1,46,5,1,0
"1450",1450,0,1,42,0,1,0
"1451",1451,0,1,47,10,0,0
"1452",1452,1,1,42,0,1,0
"1453",1453,1,1,42,0,1,0
"1454",1454,1,1,49,3,1,0
"1455",1455,1,1,49,7,1,1
"1456",1456,0,1,38,3,1,0
"1457",1457,0,1,48,3,1,0
"1458",1458,0,0,37,8,0,0
"1459",1459,1,1,38,0,1,0
"1460",1460,1,1,45,0,1,0
"1461",1461,0,0,53,9,0,0
"1462",1462,0,1,34,10,0,0
"1463",1463,0,1,62,3,1,0
"1464",1464,1,0,41,8,0,0
"1465",1465,0,1,46,2,1,0
"1466",1466,0,1,49,4,1,0
"1467",1467,1,0,51,8,0,0
"1468",1468,1,1,50,5,1,1
"1469",1469,1,1,46,0,1,1
"1470",1470,0,0,49,9,0,0
"1471",1471,0,0,36,8,0,0
"1472",1472,0,1,43,0,1,0
"1473",1473,1,1,47,9,0,0
"1474",1474,0,1,40,5,1,0
"1475",1475,1,1,47,5,1,0
"1476",1476,0,1,50,9,0,1
"1477",1477,1,1,51,5,1,0
"1478",1478,0,1,48,7,1,0
"1479",1479,0,1,45,0,1,0
"1480",1480,0,1,39,5,1,0
"1481",1481,1,1,30,0,1,0
"1482",1482,0,1,51,4,1,1
"1483",1483,1,1,37,10,0,0
"1484",1484,1,1,40,5,1,1
"1485",1485,1,0,56,7,0,0
"1486",1486,1,1,50,10,0,0
"1487",1487,0,0,46,0,1,0
"1488",1488,0,1,42,5,1,0
"1489",1489,1,1,52,7,1,0
"1490",1490,0,1,34,10,0,0
"1491",1491,0,1,43,10,0,0
"1492",1492,0,1,33,5,1,0
"1493",1493,1,0,42,10,0,0
"1494",1494,0,0,50,0,1,0
"1495",1495,1,1,46,3,1,0
"1496",1496,0,1,44,3,1,0
"1497",1497,1,0,44,0,1,1
"1498",1498,0,1,50,3,1,0
"1499",1499,1,1,47,2,1,0
"1500",1500,1,1,51,0,1,1
"1501",1501,1,0,44,0,1,0
"1502",1502,1,1,31,0,1,0
"1503",1503,1,1,51,0,1,0
"1504",1504,1,1,52,10,0,0
"1505",1505,0,1,43,4,1,1
"1506",1506,1,1,52,10,0,1
"1507",1507,1,0,39,0,1,1
"1508",1508,1,1,37,7,1,0
"1509",1509,1,1,34,5,1,1
"1510",1510,1,0,40,0,1,0
"1511",1511,1,1,33,7,1,1
"1512",1512,0,1,53,9,0,0
"1513",1513,1,1,56,5,1,0
"1514",1514,1,1,44,0,1,0
"1515",1515,0,1,38,5,1,1
"1516",1516,1,1,37,5,1,0
"1517",1517,0,1,56,8,0,0
"1518",1518,1,1,38,10,0,0
"1519",1519,1,1,41,10,0,0
"1520",1520,0,1,38,9,0,1
"1521",1521,0,0,56,0,1,0
"1522",1522,0,1,43,0,1,0
"1523",1523,0,1,42,0,1,0
"1524",1524,1,1,42,7,1,0
"1525",1525,0,0,52,7,0,0
"1526",1526,1,1,49,3,1,0
"1527",1527,1,1,38,10,0,1
"1528",1528,1,1,49,7,1,1
"1529",1529,0,0,51,0,1,0
"1530",1530,0,1,44,0,1,0
"1531",1531,1,1,53,10,0,0
"1532",1532,1,0,55,7,0,0
"1533",1533,0,1,56,8,0,0
"1534",1534,1,0,46,0,1,0
"1535",1535,1,1,50,7,1,1
"1536",1536,0,1,54,9,0,0
"1537",1537,1,1,40,0,1,1
"1538",1538,0,1,35,5,1,0
"1539",1539,0,0,48,8,0,0
"1540",1540,1,0,44,0,1,0
"1541",1541,1,1,56,5,1,1
"1542",1542,1,1,46,10,0,0
"1543",1543,1,0,46,0,1,0
"1544",1544,1,0,53,8,0,0
"1545",1545,0,1,48,0,1,0
"1546",1546,0,0,36,0,1,0
"1547",1547,1,1,47,10,0,0
"1548",1548,0,0,47,8,0,1
"1549",1549,0,1,34,10,0,0
"1550",1550,1,1,47,9,0,0
"1551",1551,0,1,40,10,0,0
"1552",1552,1,1,57,7,1,0
"1553",1553,0,1,47,5,1,0
"1554",1554,1,0,53,8,0,1
"1555",1555,0,1,48,5,1,0
"1556",1556,1,1,57,9,0,0
"1557",1557,1,1,54,0,1,0
"1558",1558,1,1,48,4,1,0
"1559",1559,0,1,26,0,1,0
"1560",1560,1,1,49,0,1,0
"1561",1561,0,1,55,8,1,0
"1562",1562,0,1,46,7,1,0
"1563",1563,0,1,49,0,1,1
"1564",1564,1,1,47,7,1,1
"1565",1565,0,1,29,10,0,0
"1566",1566,0,1,50,5,1,1
"1567",1567,1,1,45,10,0,0
"1568",1568,1,1,34,10,0,0
"1569",1569,1,1,45,0,1,0
"1570",1570,1,1,57,9,0,0
"1571",1571,1,1,52,5,1,0
"1572",1572,0,1,40,0,1,1
"1573",1573,1,1,46,5,1,1
"1574",1574,0,0,50,0,1,0
